prodotto_id,codice_barre,nome,descrizione,categoria,prezzo_netto,iva_percento,prezzo_lordo,attivo,updated_at
2104,8711278250759,Prodotto Panetteria Tradizionale 2104,Prodotto Panetteria Tradizionale 2104 - descrizione commerciale,Panetteria,3.97,10,4.37,1,2026-01-18 09:25:01
2105,8951927079768,Prodotto Latticini Extra 2105,Prodotto Latticini Extra 2105 - descrizione commerciale,Latticini,2.98,10,3.28,1,2026-01-29 09:25:01
2106,8364854407280,Prodotto Bevande Convenienza 2106,Prodotto Bevande Convenienza 2106 - descrizione commerciale,Bevande,2.47,10,2.72,1,2026-01-21 09:25:01
2107,8261230026348,Prodotto Casa Tradizionale 2107,Prodotto Casa Tradizionale 2107 - descrizione commerciale,Casa,7.44,10,8.18,1,2026-01-24 09:25:01
2108,8901150516730,Prodotto Latticini Classico 2108,Prodotto Latticini Classico 2108 - descrizione commerciale,Latticini,2.35,10,2.59,1,2026-01-06 09:25:01
2109,8827784975884,Prodotto Alimentari Formato Famiglia 2109,Prodotto Alimentari Formato Famiglia 2109 - descrizione commerciale,Alimentari,3.59,10,3.95,1,2026-01-18 09:25:01
2110,8581257982226,Prodotto Bevande Formato Famiglia 2110,Prodotto Bevande Formato Famiglia 2110 - descrizione commerciale,Bevande,1.95,10,2.15,1,2026-01-01 09:25:01
2111,8829192869345,Prodotto Bevande Integrale 2111,Prodotto Bevande Integrale 2111 - descrizione commerciale,Bevande,1.49,10,1.64,1,2026-01-27 09:25:01
2112,8613703237038,Prodotto Casa Formato Famiglia 2112,Prodotto Casa Formato Famiglia 2112 - descrizione commerciale,Casa,11.03,10,12.13,1,2026-01-23 09:25:01
2113,8109806310065,Prodotto Latticini Integrale 2113,Prodotto Latticini Integrale 2113 - descrizione commerciale,Latticini,3.24,10,3.56,1,2026-01-21 09:25:01
2114,8659266120646,Prodotto Alimentari Convenienza 2114,Prodotto Alimentari Convenienza 2114 - descrizione commerciale,Alimentari,1.64,10,1.8,1,2026-01-04 09:25:01
2115,8770387211960,Prodotto Panetteria Premium 2115,Prodotto Panetteria Premium 2115 - descrizione commerciale,Panetteria,3.73,10,4.1,1,2026-01-29 09:25:01
2116,8707854999785,Prodotto Casa Classico 2116,Prodotto Casa Classico 2116 - descrizione commerciale,Casa,4.84,10,5.32,1,2026-01-10 09:25:01
2117,8237768249571,Prodotto Igiene Convenienza 2117,Prodotto Igiene Convenienza 2117 - descrizione commerciale,Igiene,5.24,10,5.76,1,2026-01-30 09:25:01
2118,8167733584681,Prodotto Surgelati Formato Famiglia 2118,Prodotto Surgelati Formato Famiglia 2118 - descrizione commerciale,Surgelati,7.27,10,8.0,1,2026-01-25 09:25:01
2119,8373282029014,Prodotto Surgelati Bio 2119,Prodotto Surgelati Bio 2119 - descrizione commerciale,Surgelati,7.5,10,8.25,1,2026-01-15 09:25:01
2120,8915604367327,Prodotto Casa Integrale 2120,Prodotto Casa Integrale 2120 - descrizione commerciale,Casa,2.27,10,2.5,1,2026-01-20 09:25:01
2121,8107902436879,Prodotto Bevande Integrale 2121,Prodotto Bevande Integrale 2121 - descrizione commerciale,Bevande,0.9,10,0.99,1,2026-01-15 09:25:01
2122,8834886596910,Prodotto Latticini Senza Zucchero 2122,Prodotto Latticini Senza Zucchero 2122 - descrizione commerciale,Latticini,4.2,10,4.62,1,2026-01-14 09:25:01
2123,8538193641337,Prodotto Igiene Integrale 2123,Prodotto Igiene Integrale 2123 - descrizione commerciale,Igiene,2.08,10,2.29,1,2026-01-14 09:25:01
2124,8748617826317,Prodotto Panetteria Classico 2124,Prodotto Panetteria Classico 2124 - descrizione commerciale,Panetteria,1.43,10,1.57,1,2026-01-31 09:25:01
2125,8913203705337,Prodotto Surgelati Classico 2125,Prodotto Surgelati Classico 2125 - descrizione commerciale,Surgelati,2.86,10,3.15,1,2026-01-31 09:25:01
2126,8113029083546,Prodotto Bevande Bio 2126,Prodotto Bevande Bio 2126 - descrizione commerciale,Bevande,1.22,10,1.34,1,2026-01-21 09:25:01
2127,8673837846721,Prodotto Bevande Convenienza 2127,Prodotto Bevande Convenienza 2127 - descrizione commerciale,Bevande,2.12,10,2.33,1,2026-01-16 09:25:01
2128,8809258499070,Prodotto Alimentari Tradizionale 2128,Prodotto Alimentari Tradizionale 2128 - descrizione commerciale,Alimentari,3.29,10,3.62,1,2026-01-24 09:25:01
2129,8881270952451,Prodotto Bevande Bio 2129,Prodotto Bevande Bio 2129 - descrizione commerciale,Bevande,1.07,10,1.18,1,2026-01-27 09:25:01
2130,8625325349528,Prodotto Bevande Tradizionale 2130,Prodotto Bevande Tradizionale 2130 - descrizione commerciale,Bevande,1.13,10,1.24,1,2026-01-14 09:25:01
2131,8633943942539,Prodotto Latticini Formato Famiglia 2131,Prodotto Latticini Formato Famiglia 2131 - descrizione commerciale,Latticini,3.3,10,3.63,1,2026-01-24 09:25:01
2132,8407973571747,Prodotto Latticini Formato Famiglia 2132,Prodotto Latticini Formato Famiglia 2132 - descrizione commerciale,Latticini,4.57,10,5.03,1,2026-01-25 09:25:01
2133,8329925538058,Prodotto Bevande Senza Zucchero 2133,Prodotto Bevande Senza Zucchero 2133 - descrizione commerciale,Bevande,1.72,10,1.89,1,2026-01-22 09:25:01
2134,8312427531131,Prodotto Surgelati Formato Famiglia 2134,Prodotto Surgelati Formato Famiglia 2134 - descrizione commerciale,Surgelati,7.3,10,8.03,1,2026-01-17 09:25:01
2135,8437509088031,Prodotto Surgelati Formato Famiglia 2135,Prodotto Surgelati Formato Famiglia 2135 - descrizione commerciale,Surgelati,3.54,10,3.89,1,2026-01-24 09:25:01
2136,8717352185567,Prodotto Igiene Senza Zucchero 2136,Prodotto Igiene Senza Zucchero 2136 - descrizione commerciale,Igiene,6.42,10,7.06,1,2026-01-31 09:25:01
2137,8401030792150,Prodotto Bevande Convenienza 2137,Prodotto Bevande Convenienza 2137 - descrizione commerciale,Bevande,0.66,10,0.73,1,2026-01-13 09:25:01
2138,8665060474321,Prodotto Panetteria Formato Famiglia 2138,Prodotto Panetteria Formato Famiglia 2138 - descrizione commerciale,Panetteria,2.13,10,2.34,1,2026-01-28 09:25:01
2139,8781695508198,Prodotto Alimentari Extra 2139,Prodotto Alimentari Extra 2139 - descrizione commerciale,Alimentari,0.75,10,0.83,1,2026-01-20 09:25:01
2140,8572273175167,Prodotto Latticini Integrale 2140,Prodotto Latticini Integrale 2140 - descrizione commerciale,Latticini,3.16,10,3.48,1,2026-01-10 09:25:01
2141,8701519376806,Prodotto Igiene Bio 2141,Prodotto Igiene Bio 2141 - descrizione commerciale,Igiene,5.92,10,6.51,1,2026-01-10 09:25:01
2142,8459868741199,Prodotto Igiene Convenienza 2142,Prodotto Igiene Convenienza 2142 - descrizione commerciale,Igiene,2.24,10,2.46,1,2026-01-15 09:25:01
2143,8696748455522,Prodotto Igiene Tradizionale 2143,Prodotto Igiene Tradizionale 2143 - descrizione commerciale,Igiene,6.06,10,6.67,1,2026-01-13 09:25:01
2144,8723417066355,Prodotto Latticini Integrale 2144,Prodotto Latticini Integrale 2144 - descrizione commerciale,Latticini,3.0,10,3.3,1,2026-01-20 09:25:01
2145,8765558241669,Prodotto Bevande Extra 2145,Prodotto Bevande Extra 2145 - descrizione commerciale,Bevande,1.78,10,1.96,1,2026-01-16 09:25:01
2146,8675919385335,Prodotto Casa Bio 2146,Prodotto Casa Bio 2146 - descrizione commerciale,Casa,8.97,10,9.87,0,2026-01-30 09:25:01
2147,8629201289847,Prodotto Casa Tradizionale 2147,Prodotto Casa Tradizionale 2147 - descrizione commerciale,Casa,7.32,10,8.05,1,2026-01-22 09:25:01
2148,8176425695063,Prodotto Surgelati Convenienza 2148,Prodotto Surgelati Convenienza 2148 - descrizione commerciale,Surgelati,2.9,10,3.19,1,2026-01-05 09:25:01
2149,8461736036001,Prodotto Panetteria Extra 2149,Prodotto Panetteria Extra 2149 - descrizione commerciale,Panetteria,3.85,10,4.24,1,2026-01-06 09:25:01
2150,8633061813353,Prodotto Alimentari Extra 2150,Prodotto Alimentari Extra 2150 - descrizione commerciale,Alimentari,3.76,10,4.14,1,2026-01-22 09:25:01
2151,8911900728289,Prodotto Bevande Classico 2151,Prodotto Bevande Classico 2151 - descrizione commerciale,Bevande,1.83,10,2.01,1,2026-01-17 09:25:01
2152,8511800475024,Prodotto Bevande Premium 2152,Prodotto Bevande Premium 2152 - descrizione commerciale,Bevande,2.55,10,2.81,1,2026-01-11 09:25:01
2153,8465598796676,Prodotto Alimentari Extra 2153,Prodotto Alimentari Extra 2153 - descrizione commerciale,Alimentari,4.04,10,4.44,1,2026-01-18 09:25:01
2154,8701839171626,Prodotto Bevande Classico 2154,Prodotto Bevande Classico 2154 - descrizione commerciale,Bevande,2.12,10,2.33,1,2026-01-06 09:25:01
2155,8148558988656,Prodotto Latticini Senza Zucchero 2155,Prodotto Latticini Senza Zucchero 2155 - descrizione commerciale,Latticini,4.15,10,4.57,1,2026-01-14 09:25:01
2156,8835435145459,Prodotto Igiene Senza Zucchero 2156,Prodotto Igiene Senza Zucchero 2156 - descrizione commerciale,Igiene,4.39,10,4.83,1,2026-01-24 09:25:01
2157,8510442757868,Prodotto Casa Formato Famiglia 2157,Prodotto Casa Formato Famiglia 2157 - descrizione commerciale,Casa,10.79,10,11.87,1,2026-01-15 09:25:01
2158,8235796799801,Prodotto Casa Senza Zucchero 2158,Prodotto Casa Senza Zucchero 2158 - descrizione commerciale,Casa,6.36,10,7.0,1,2026-01-16 09:25:01
2159,8348949759043,Prodotto Casa Integrale 2159,Prodotto Casa Integrale 2159 - descrizione commerciale,Casa,7.57,10,8.33,1,2026-01-14 09:25:01
2160,8312553316878,Prodotto Igiene Formato Famiglia 2160,Prodotto Igiene Formato Famiglia 2160 - descrizione commerciale,Igiene,6.37,10,7.01,1,2026-01-07 09:25:01
2161,8580776597722,Prodotto Igiene Premium 2161,Prodotto Igiene Premium 2161 - descrizione commerciale,Igiene,4.58,10,5.04,1,2026-01-09 09:25:01
2162,8269304914041,Prodotto Surgelati Bio 2162,Prodotto Surgelati Bio 2162 - descrizione commerciale,Surgelati,2.83,10,3.11,1,2026-01-29 09:25:01
2163,8191258786778,Prodotto Alimentari Senza Zucchero 2163,Prodotto Alimentari Senza Zucchero 2163 - descrizione commerciale,Alimentari,2.82,10,3.1,1,2026-01-27 09:25:01
2164,8602405747719,Prodotto Igiene Tradizionale 2164,Prodotto Igiene Tradizionale 2164 - descrizione commerciale,Igiene,7.64,10,8.4,1,2026-01-29 09:25:01
2165,8229195288396,Prodotto Surgelati Convenienza 2165,Prodotto Surgelati Convenienza 2165 - descrizione commerciale,Surgelati,3.86,10,4.25,0,2026-01-04 09:25:01
2166,8656414719502,Prodotto Surgelati Convenienza 2166,Prodotto Surgelati Convenienza 2166 - descrizione commerciale,Surgelati,3.36,10,3.7,1,2026-01-08 09:25:01
2167,8257236495666,Prodotto Alimentari Extra 2167,Prodotto Alimentari Extra 2167 - descrizione commerciale,Alimentari,4.1,10,4.51,1,2026-01-16 09:25:01
2168,8284363767442,Prodotto Casa Convenienza 2168,Prodotto Casa Convenienza 2168 - descrizione commerciale,Casa,5.04,10,5.54,1,2026-01-06 09:25:01
2169,8927676395098,Prodotto Alimentari Premium 2169,Prodotto Alimentari Premium 2169 - descrizione commerciale,Alimentari,5.82,10,6.4,1,2026-01-21 09:25:01
2170,8647109802272,Prodotto Panetteria Senza Zucchero 2170,Prodotto Panetteria Senza Zucchero 2170 - descrizione commerciale,Panetteria,2.47,10,2.72,0,2026-01-23 09:25:01
2171,8135802097892,Prodotto Casa Senza Zucchero 2171,Prodotto Casa Senza Zucchero 2171 - descrizione commerciale,Casa,5.44,10,5.98,1,2026-01-05 09:25:01
2172,8140753153232,Prodotto Alimentari Tradizionale 2172,Prodotto Alimentari Tradizionale 2172 - descrizione commerciale,Alimentari,4.36,10,4.8,1,2026-01-29 09:25:01
2173,8986232627536,Prodotto Bevande Classico 2173,Prodotto Bevande Classico 2173 - descrizione commerciale,Bevande,2.06,10,2.27,1,2026-01-28 09:25:01
2174,8692037184176,Prodotto Alimentari Bio 2174,Prodotto Alimentari Bio 2174 - descrizione commerciale,Alimentari,5.51,10,6.06,1,2026-01-29 09:25:01
2175,8303393564671,Prodotto Bevande Senza Zucchero 2175,Prodotto Bevande Senza Zucchero 2175 - descrizione commerciale,Bevande,2.58,10,2.84,1,2026-01-14 09:25:01
2176,8731963457886,Prodotto Panetteria Senza Zucchero 2176,Prodotto Panetteria Senza Zucchero 2176 - descrizione commerciale,Panetteria,2.0,10,2.2,1,2026-01-06 09:25:01
2177,8421876955158,Prodotto Panetteria Senza Zucchero 2177,Prodotto Panetteria Senza Zucchero 2177 - descrizione commerciale,Panetteria,1.86,10,2.05,1,2026-01-01 09:25:01
2178,8818552535185,Prodotto Surgelati Bio 2178,Prodotto Surgelati Bio 2178 - descrizione commerciale,Surgelati,1.77,10,1.95,1,2026-01-29 09:25:01
2179,8997842410829,Prodotto Surgelati Senza Zucchero 2179,Prodotto Surgelati Senza Zucchero 2179 - descrizione commerciale,Surgelati,2.21,10,2.43,1,2026-01-29 09:25:01
2180,8205640642852,Prodotto Bevande Premium 2180,Prodotto Bevande Premium 2180 - descrizione commerciale,Bevande,1.3,10,1.43,1,2026-01-10 09:25:01
2181,8604611471695,Prodotto Casa Integrale 2181,Prodotto Casa Integrale 2181 - descrizione commerciale,Casa,10.73,10,11.8,1,2026-01-18 09:25:01
2182,8931363645410,Prodotto Casa Tradizionale 2182,Prodotto Casa Tradizionale 2182 - descrizione commerciale,Casa,6.85,10,7.54,1,2026-01-04 09:25:01
2183,8958729508782,Prodotto Latticini Premium 2183,Prodotto Latticini Premium 2183 - descrizione commerciale,Latticini,3.15,10,3.47,1,2026-01-29 09:25:01
2184,8558761434838,Prodotto Panetteria Formato Famiglia 2184,Prodotto Panetteria Formato Famiglia 2184 - descrizione commerciale,Panetteria,3.54,10,3.89,1,2026-01-06 09:25:01
2185,8269020213502,Prodotto Casa Bio 2185,Prodotto Casa Bio 2185 - descrizione commerciale,Casa,8.19,10,9.01,1,2026-01-16 09:25:01
2186,8301542761676,Prodotto Surgelati Classico 2186,Prodotto Surgelati Classico 2186 - descrizione commerciale,Surgelati,2.4,10,2.64,1,2026-01-19 09:25:01
2187,8719248987788,Prodotto Latticini Integrale 2187,Prodotto Latticini Integrale 2187 - descrizione commerciale,Latticini,4.41,10,4.85,1,2026-01-22 09:25:01
2188,8100110051459,Prodotto Latticini Classico 2188,Prodotto Latticini Classico 2188 - descrizione commerciale,Latticini,1.13,10,1.24,1,2026-01-24 09:25:01
2189,8203751971885,Prodotto Alimentari Integrale 2189,Prodotto Alimentari Integrale 2189 - descrizione commerciale,Alimentari,5.76,10,6.34,1,2026-01-20 09:25:01
2190,8758944298239,Prodotto Igiene Bio 2190,Prodotto Igiene Bio 2190 - descrizione commerciale,Igiene,6.15,10,6.77,1,2026-01-29 09:25:01
2191,8839094732011,Prodotto Surgelati Convenienza 2191,Prodotto Surgelati Convenienza 2191 - descrizione commerciale,Surgelati,3.25,10,3.58,1,2026-01-26 09:25:01
2192,8213581617864,Prodotto Bevande Integrale 2192,Prodotto Bevande Integrale 2192 - descrizione commerciale,Bevande,1.47,10,1.62,1,2026-01-29 09:25:01
2193,8998182593580,Prodotto Latticini Integrale 2193,Prodotto Latticini Integrale 2193 - descrizione commerciale,Latticini,2.96,10,3.26,1,2026-01-22 09:25:01
2194,8741594640164,Prodotto Alimentari Bio 2194,Prodotto Alimentari Bio 2194 - descrizione commerciale,Alimentari,1.29,10,1.42,0,2026-01-03 09:25:01
2195,8855045697364,Prodotto Panetteria Classico 2195,Prodotto Panetteria Classico 2195 - descrizione commerciale,Panetteria,2.47,10,2.72,1,2026-01-19 09:25:01
2196,8920318768231,Prodotto Alimentari Senza Zucchero 2196,Prodotto Alimentari Senza Zucchero 2196 - descrizione commerciale,Alimentari,1.58,10,1.74,1,2026-01-21 09:25:01
2197,8427582283474,Prodotto Bevande Convenienza 2197,Prodotto Bevande Convenienza 2197 - descrizione commerciale,Bevande,1.23,10,1.35,0,2026-01-15 09:25:01
2198,8614150122230,Prodotto Latticini Bio 2198,Prodotto Latticini Bio 2198 - descrizione commerciale,Latticini,2.89,10,3.18,1,2026-01-04 09:25:01
2199,8570758269443,Prodotto Alimentari Integrale 2199,Prodotto Alimentari Integrale 2199 - descrizione commerciale,Alimentari,4.31,10,4.74,1,2026-01-26 09:25:01
2200,8910167480292,Prodotto Surgelati Formato Famiglia 2200,Prodotto Surgelati Formato Famiglia 2200 - descrizione commerciale,Surgelati,2.38,10,2.62,1,2026-01-08 09:25:01
2201,8630278495177,Prodotto Igiene Extra 2201,Prodotto Igiene Extra 2201 - descrizione commerciale,Igiene,5.16,10,5.68,1,2026-01-05 09:25:01
2202,8404384340076,Prodotto Igiene Extra 2202,Prodotto Igiene Extra 2202 - descrizione commerciale,Igiene,4.99,10,5.49,1,2026-01-26 09:25:01
2203,8996073657495,Prodotto Casa Integrale 2203,Prodotto Casa Integrale 2203 - descrizione commerciale,Casa,3.34,10,3.67,1,2026-01-16 09:25:01
2204,8488591265379,Prodotto Alimentari Classico 2204,Prodotto Alimentari Classico 2204 - descrizione commerciale,Alimentari,4.73,10,5.2,1,2026-01-18 09:25:01
2205,8392357137674,Prodotto Panetteria Integrale 2205,Prodotto Panetteria Integrale 2205 - descrizione commerciale,Panetteria,3.72,10,4.09,1,2026-01-04 09:25:01
2206,8995019823320,Prodotto Latticini Convenienza 2206,Prodotto Latticini Convenienza 2206 - descrizione commerciale,Latticini,2.14,10,2.35,1,2026-01-30 09:25:01
2207,8358102669985,Prodotto Surgelati Classico 2207,Prodotto Surgelati Classico 2207 - descrizione commerciale,Surgelati,3.32,10,3.65,1,2026-01-07 09:25:01
2208,8815101032192,Prodotto Alimentari Formato Famiglia 2208,Prodotto Alimentari Formato Famiglia 2208 - descrizione commerciale,Alimentari,3.25,10,3.58,1,2026-01-26 09:25:01
2209,8715857297284,Prodotto Panetteria Convenienza 2209,Prodotto Panetteria Convenienza 2209 - descrizione commerciale,Panetteria,2.65,10,2.92,1,2026-01-20 09:25:01
2210,8444701715996,Prodotto Surgelati Classico 2210,Prodotto Surgelati Classico 2210 - descrizione commerciale,Surgelati,5.5,10,6.05,1,2026-01-18 09:25:01
2211,8644504155077,Prodotto Surgelati Formato Famiglia 2211,Prodotto Surgelati Formato Famiglia 2211 - descrizione commerciale,Surgelati,4.48,10,4.93,1,2026-01-05 09:25:01
2212,8620002294756,Prodotto Latticini Classico 2212,Prodotto Latticini Classico 2212 - descrizione commerciale,Latticini,4.79,10,5.27,1,2026-01-31 09:25:01
2213,8790290301369,Prodotto Panetteria Convenienza 2213,Prodotto Panetteria Convenienza 2213 - descrizione commerciale,Panetteria,1.26,10,1.39,1,2026-01-06 09:25:01
2214,8284500569780,Prodotto Alimentari Formato Famiglia 2214,Prodotto Alimentari Formato Famiglia 2214 - descrizione commerciale,Alimentari,0.97,10,1.07,1,2026-01-11 09:25:01
2215,8370286132983,Prodotto Panetteria Formato Famiglia 2215,Prodotto Panetteria Formato Famiglia 2215 - descrizione commerciale,Panetteria,2.85,10,3.14,1,2026-01-22 09:25:01
2216,8803995334831,Prodotto Panetteria Integrale 2216,Prodotto Panetteria Integrale 2216 - descrizione commerciale,Panetteria,3.08,10,3.39,1,2026-01-17 09:25:01
2217,8239525346328,Prodotto Igiene Integrale 2217,Prodotto Igiene Integrale 2217 - descrizione commerciale,Igiene,7.34,10,8.07,1,2026-01-17 09:25:01
2218,8392415176470,Prodotto Panetteria Premium 2218,Prodotto Panetteria Premium 2218 - descrizione commerciale,Panetteria,4.16,10,4.58,1,2026-01-04 09:25:01
2219,8629562138852,Prodotto Igiene Convenienza 2219,Prodotto Igiene Convenienza 2219 - descrizione commerciale,Igiene,4.86,10,5.35,1,2026-01-17 09:25:01
2220,8700454401143,Prodotto Casa Premium 2220,Prodotto Casa Premium 2220 - descrizione commerciale,Casa,1.68,10,1.85,1,2026-01-06 09:25:01
2221,8915502451665,Prodotto Igiene Formato Famiglia 2221,Prodotto Igiene Formato Famiglia 2221 - descrizione commerciale,Igiene,2.81,10,3.09,1,2026-01-23 09:25:01
2222,8417693399367,Prodotto Igiene Premium 2222,Prodotto Igiene Premium 2222 - descrizione commerciale,Igiene,1.76,10,1.94,1,2026-01-18 09:25:01
2223,8532554509629,Prodotto Surgelati Bio 2223,Prodotto Surgelati Bio 2223 - descrizione commerciale,Surgelati,7.73,10,8.5,1,2026-01-20 09:25:01
2224,8369314113934,Prodotto Igiene Tradizionale 2224,Prodotto Igiene Tradizionale 2224 - descrizione commerciale,Igiene,1.21,10,1.33,1,2026-01-25 09:25:01
2225,8627122891211,Prodotto Alimentari Bio 2225,Prodotto Alimentari Bio 2225 - descrizione commerciale,Alimentari,3.01,10,3.31,1,2026-01-03 09:25:01
2226,8447181928337,Prodotto Panetteria Bio 2226,Prodotto Panetteria Bio 2226 - descrizione commerciale,Panetteria,1.52,10,1.67,1,2026-01-22 09:25:01
2227,8101919338066,Prodotto Casa Classico 2227,Prodotto Casa Classico 2227 - descrizione commerciale,Casa,9.88,10,10.87,1,2026-01-21 09:25:01
2228,8505727022826,Prodotto Alimentari Formato Famiglia 2228,Prodotto Alimentari Formato Famiglia 2228 - descrizione commerciale,Alimentari,0.92,10,1.01,1,2026-01-28 09:25:01
2229,8859638339461,Prodotto Alimentari Classico 2229,Prodotto Alimentari Classico 2229 - descrizione commerciale,Alimentari,5.93,10,6.52,1,2026-01-31 09:25:01
2230,8154084141707,Prodotto Alimentari Convenienza 2230,Prodotto Alimentari Convenienza 2230 - descrizione commerciale,Alimentari,2.76,10,3.04,1,2026-01-29 09:25:01
2231,8515460577955,Prodotto Igiene Classico 2231,Prodotto Igiene Classico 2231 - descrizione commerciale,Igiene,8.68,10,9.55,0,2026-01-10 09:25:01
2232,8197735605384,Prodotto Bevande Extra 2232,Prodotto Bevande Extra 2232 - descrizione commerciale,Bevande,0.66,10,0.73,1,2026-01-12 09:25:01
2233,8674784397307,Prodotto Casa Integrale 2233,Prodotto Casa Integrale 2233 - descrizione commerciale,Casa,1.23,10,1.35,0,2026-01-22 09:25:01
2234,8467218901588,Prodotto Latticini Senza Zucchero 2234,Prodotto Latticini Senza Zucchero 2234 - descrizione commerciale,Latticini,2.2,10,2.42,1,2026-01-28 09:25:01
2235,8826571490135,Prodotto Bevande Tradizionale 2235,Prodotto Bevande Tradizionale 2235 - descrizione commerciale,Bevande,1.77,10,1.95,1,2026-01-03 09:25:01
2236,8945311105110,Prodotto Casa Formato Famiglia 2236,Prodotto Casa Formato Famiglia 2236 - descrizione commerciale,Casa,7.11,10,7.82,1,2026-01-30 09:25:01
2237,8930488506409,Prodotto Bevande Convenienza 2237,Prodotto Bevande Convenienza 2237 - descrizione commerciale,Bevande,1.59,10,1.75,1,2026-01-24 09:25:01
2238,8946571726434,Prodotto Bevande Tradizionale 2238,Prodotto Bevande Tradizionale 2238 - descrizione commerciale,Bevande,0.72,10,0.79,1,2026-01-08 09:25:01
2239,8517339977309,Prodotto Igiene Senza Zucchero 2239,Prodotto Igiene Senza Zucchero 2239 - descrizione commerciale,Igiene,8.71,10,9.58,1,2026-01-11 09:25:01
2240,8715580148364,Prodotto Bevande Premium 2240,Prodotto Bevande Premium 2240 - descrizione commerciale,Bevande,0.62,10,0.68,1,2026-01-19 09:25:01
2241,8112201655073,Prodotto Panetteria Premium 2241,Prodotto Panetteria Premium 2241 - descrizione commerciale,Panetteria,3.43,10,3.77,1,2026-01-31 09:25:01
2242,8294654954086,Prodotto Latticini Senza Zucchero 2242,Prodotto Latticini Senza Zucchero 2242 - descrizione commerciale,Latticini,2.08,10,2.29,1,2026-01-14 09:25:01
2243,8822794753945,Prodotto Igiene Senza Zucchero 2243,Prodotto Igiene Senza Zucchero 2243 - descrizione commerciale,Igiene,5.53,10,6.08,1,2026-01-31 09:25:01
2244,8317072133303,Prodotto Surgelati Premium 2244,Prodotto Surgelati Premium 2244 - descrizione commerciale,Surgelati,7.38,10,8.12,1,2026-01-31 09:25:01
2245,8279632919304,Prodotto Casa Tradizionale 2245,Prodotto Casa Tradizionale 2245 - descrizione commerciale,Casa,9.58,10,10.54,1,2026-01-10 09:25:01
2246,8338148548581,Prodotto Casa Premium 2246,Prodotto Casa Premium 2246 - descrizione commerciale,Casa,1.48,10,1.63,1,2026-01-25 09:25:01
2247,8439151504787,Prodotto Igiene Tradizionale 2247,Prodotto Igiene Tradizionale 2247 - descrizione commerciale,Igiene,3.27,10,3.6,1,2026-01-16 09:25:01
2248,8133828874722,Prodotto Panetteria Premium 2248,Prodotto Panetteria Premium 2248 - descrizione commerciale,Panetteria,1.45,10,1.59,1,2026-01-09 09:25:01
2249,8613464670796,Prodotto Casa Convenienza 2249,Prodotto Casa Convenienza 2249 - descrizione commerciale,Casa,8.64,10,9.5,1,2026-01-18 09:25:01
2250,8789114711857,Prodotto Alimentari Senza Zucchero 2250,Prodotto Alimentari Senza Zucchero 2250 - descrizione commerciale,Alimentari,5.09,10,5.6,1,2026-01-27 09:25:01
2251,8862510705362,Prodotto Latticini Classico 2251,Prodotto Latticini Classico 2251 - descrizione commerciale,Latticini,1.2,10,1.32,1,2026-01-20 09:25:01
2252,8800136597741,Prodotto Latticini Senza Zucchero 2252,Prodotto Latticini Senza Zucchero 2252 - descrizione commerciale,Latticini,3.95,10,4.35,1,2026-01-22 09:25:01
2253,8469795638000,Prodotto Latticini Senza Zucchero 2253,Prodotto Latticini Senza Zucchero 2253 - descrizione commerciale,Latticini,3.51,10,3.86,1,2026-01-15 09:25:01
2254,8966200504711,Prodotto Panetteria Premium 2254,Prodotto Panetteria Premium 2254 - descrizione commerciale,Panetteria,2.73,10,3.0,1,2026-01-21 09:25:01
2255,8161533621729,Prodotto Surgelati Premium 2255,Prodotto Surgelati Premium 2255 - descrizione commerciale,Surgelati,2.1,10,2.31,1,2026-01-07 09:25:01
2256,8737270980181,Prodotto Igiene Integrale 2256,Prodotto Igiene Integrale 2256 - descrizione commerciale,Igiene,8.95,10,9.85,1,2026-01-05 09:25:01
2257,8802179468260,Prodotto Bevande Convenienza 2257,Prodotto Bevande Convenienza 2257 - descrizione commerciale,Bevande,1.66,10,1.83,1,2026-01-30 09:25:01
2258,8586581772524,Prodotto Casa Classico 2258,Prodotto Casa Classico 2258 - descrizione commerciale,Casa,1.46,10,1.61,1,2026-01-01 09:25:01
2259,8651000080933,Prodotto Panetteria Premium 2259,Prodotto Panetteria Premium 2259 - descrizione commerciale,Panetteria,1.82,10,2.0,1,2026-01-30 09:25:01
2260,8612972183883,Prodotto Panetteria Formato Famiglia 2260,Prodotto Panetteria Formato Famiglia 2260 - descrizione commerciale,Panetteria,2.54,10,2.79,1,2026-01-19 09:25:01
2261,8253093247898,Prodotto Igiene Classico 2261,Prodotto Igiene Classico 2261 - descrizione commerciale,Igiene,8.69,10,9.56,1,2026-01-16 09:25:01
2262,8777934432688,Prodotto Latticini Extra 2262,Prodotto Latticini Extra 2262 - descrizione commerciale,Latticini,3.44,10,3.78,1,2026-01-26 09:25:01
2263,8565067178163,Prodotto Igiene Premium 2263,Prodotto Igiene Premium 2263 - descrizione commerciale,Igiene,6.97,10,7.67,1,2026-01-10 09:25:01
2264,8619388351398,Prodotto Casa Bio 2264,Prodotto Casa Bio 2264 - descrizione commerciale,Casa,4.81,10,5.29,1,2026-01-30 09:25:01
2265,8589099076589,Prodotto Latticini Integrale 2265,Prodotto Latticini Integrale 2265 - descrizione commerciale,Latticini,1.12,10,1.23,0,2026-01-20 09:25:01
